name,continent,country,destinationName,flightNumber,airlineCode_iata,destination_iata,airlineName,aircraftTerminal,Duration,Cost,Climate,Date,Time,Average_Cost
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,11/30/2024,3:05,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,8/16/2024,22:24,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,5/8/2024,15:49,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/25/2024,4:28,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,9/26/2024,17:26,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/26/2024,2:23,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,7/17/2024,13:19,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,4/9/2024,4:49,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,FZ 647,FZ,ADD,Flydubai,2,4h 17m,AED 1212,Hot,7/23/2024,12:46,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,6/13/2024,13:46,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,10/8/2024,16:52,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,6/5/2024,18:21,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,4/15/2024,23:42,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,6/29/2024,12:44,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,11/11/2024,1:49,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,11/7/2024,12:23,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,4/13/2024,1:33,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,11/12/2024,5:18,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,FZ 647,FZ,ADD,Flydubai,2,4h 17m,AED 1212,Hot,10/27/2024,2:52,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,11/7/2024,21:03,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/9/2024,1:57,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,5/16/2024,9:30,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,5/22/2024,22:32,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,8/20/2024,23:46,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,7/30/2024,8:10,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,9/15/2024,9:25,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,4/13/2024,21:29,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,9/27/2024,17:23,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,10/21/2024,19:53,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,8/31/2024,17:44,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,FZ 647,FZ,ADD,Flydubai,2,4h 17m,AED 1212,Hot,6/8/2024,6:05,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,9/27/2024,19:38,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,7/20/2024,22:06,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,10/24/2024,6:31,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,9/6/2024,5:46,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,6/11/2024,12:37,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,9/14/2024,5:08,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,5/5/2024,8:53,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/26/2024,1:46,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,FZ 647,FZ,ADD,Flydubai,2,4h 17m,AED 1212,Hot,4/5/2024,1:14,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,12/19/2024,22:20,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,4/6/2024,11:56,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,11/30/2024,17:10,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,8/28/2024,14:39,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,4/1/2024,13:35,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,11/19/2024,20:15,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,10/24/2024,22:25,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,10/7/2024,11:16,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,FZ 647,FZ,ADD,Flydubai,2,4h 17m,AED 1212,Hot,10/14/2024,11:15,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,8/29/2024,4:19,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,7/21/2024,10:16,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,5/24/2024,13:00,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,7/24/2024,1:49,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,8/27/2024,5:41,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,4/12/2024,1:08,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,7/26/2024,20:58,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,7/14/2024,14:34,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/23/2024,4:26,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/30/2024,15:19,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,4/2/2024,7:29,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,FZ 647,FZ,ADD,Flydubai,2,4h 17m,AED 1212,Hot,8/29/2024,17:19,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,10/10/2024,16:46,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,11/28/2024,0:21,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,9/6/2024,10:26,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,10/5/2024,18:28,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,5/2/2024,23:23,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,10/4/2024,23:41,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,6/23/2024,14:06,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,5/14/2024,1:32,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,FZ 647,FZ,ADD,Flydubai,2,4h 17m,AED 1212,Hot,10/1/2024,3:01,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,9/25/2024,16:57,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/3/2024,3:06,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,9/14/2024,14:48,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,8/22/2024,19:33,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/10/2024,0:04,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,4/7/2024,0:55,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,9/13/2024,3:03,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,FZ 647,FZ,ADD,Flydubai,2,4h 17m,AED 1212,Hot,12/28/2024,3:35,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,11/11/2024,13:26,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,7/2/2024,21:51,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,9/23/2024,14:17,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,9/1/2024,9:38,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,11/1/2024,15:09,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,4/3/2024,22:24,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,8/6/2024,13:47,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,8/10/2024,23:51,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/20/2024,2:32,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,8/13/2024,19:12,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,9/28/2024,0:09,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,FZ 647,FZ,ADD,Flydubai,2,4h 17m,AED 1212,Hot,8/9/2024,17:30,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,5/5/2024,18:33,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/28/2024,19:14,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/20/2024,13:33,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,5/10/2024,6:50,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,4/8/2024,23:52,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,11/14/2024,21:07,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,4/20/2024,23:29,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,6/22/2024,17:21,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,FZ 647,FZ,ADD,Flydubai,2,4h 17m,AED 1212,Hot,8/18/2024,23:48,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,7/6/2024,20:43,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,7/25/2024,21:27,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,4/26/2024,2:55,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,9/3/2024,5:40,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,11/3/2024,22:27,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,4/15/2024,7:56,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/14/2024,20:30,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,FZ 647,FZ,ADD,Flydubai,2,4h 17m,AED 1212,Hot,11/13/2024,17:09,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,12/24/2024,18:49,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,7/17/2024,12:46,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,6/1/2024,22:41,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,5/9/2024,23:46,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,4/30/2024,6:07,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,10/3/2024,17:18,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,11/28/2024,2:39,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,7/7/2024,11:11,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,5/7/2024,1:40,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,10/12/2024,9:54,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/28/2024,21:55,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,FZ 647,FZ,ADD,Flydubai,2,4h 17m,AED 1212,Hot,6/5/2024,14:51,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,5/19/2024,6:45,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,5/30/2024,19:23,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,8/10/2024,4:17,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,10/19/2024,19:18,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,7/26/2024,2:40,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,7/17/2024,18:23,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,9/24/2024,10:23,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,10/3/2024,3:47,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,FZ 647,FZ,ADD,Flydubai,2,4h 17m,AED 1212,Hot,10/30/2024,16:39,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/29/2024,15:21,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,5/7/2024,0:35,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,11/3/2024,20:20,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,5/28/2024,3:55,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,10/18/2024,4:14,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,7/6/2024,13:04,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,5/21/2024,8:52,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,FZ 647,FZ,ADD,Flydubai,2,4h 17m,AED 1212,Hot,5/12/2024,20:07,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,4/21/2024,6:54,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,11/19/2024,21:42,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/11/2024,23:38,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/11/2024,15:13,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/6/2024,14:52,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/23/2024,12:01,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/24/2024,6:24,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,12/20/2024,4:16,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/23/2024,23:21,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/14/2024,16:59,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/24/2024,21:13,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,FZ 647,FZ,ADD,Flydubai,2,4h 17m,AED 1212,Hot,12/24/2024,21:13,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,12/8/2024,15:03,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/4/2024,6:47,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/11/2024,16:34,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/28/2024,3:14,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,EK 723,EK,ADD,Emirates,3,4h 17m,AED 1745,Hot,12/30/2024,13:23,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/28/2024,6:24,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/11/2024,6:52,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/30/2024,8:04,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,FZ 647,FZ,ADD,Flydubai,2,4h 17m,AED 1212,Hot,12/4/2024,9:16,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 613,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/24/2024,3:18,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 601,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/7/2024,7:48,low
Addis Ababa Bole International Airport,Africa,Ethiopia,Addis Ababa,ET 603,ET,ADD,Ethiopian Airlines,3,4h 17m,AED 2653,Hot,12/16/2024,21:39,low
